State,Year,HLp,EIr,PerTscr,Dr,state_per_capita_fund,drinks_per_capita,Health_care_expenditure,age_under5,Total_population,uninsured_under18_rate,Median_household_income,under18_poverty_rate,F_income_below_poverty_rate,Per_rep_women_uninsured,Per_women_breastfed,EI,TDia,EIrd
Kentucky,2010,1.5113814394986638,0.7925536816883236,99.30084009004888,34.44843793198783,46,408.13,6861,279755,4346266,60.076101632502755,40062,262.64443644796285,145.04053928116554,0.2161,0.604,43,1869,23.006955591225257
Louisiana,2010,0.9860779168686176,0.8189460665519027,96.25488650439986,30.000167131850315,47,568.21002,7187,314008,4544228,55.4355451084091,42505,272.8741541491974,144.93272176399788,0.2535,0.58,49,1795,27.298050139275766
Maine,2010,1.3597824348104304,0.639897616381379,97.58039338120513,10.47832346824508,30,565.90997,8342,68570,1327567,40.04057151645197,45815,178.0552591719332,88.02935180466108,0.1325,0.758,8,131,61.06870229007633
Maryland,2010,0.8964781216648879,0,99.01652741183268,5.549626467449306,31,482.10001,7744,364928,5785982,47.62776007010313,68854,130.25211032450733,66.29454215835939,0.145,0.767,0,390,0
Massachusetts,2010,2.6273074912652343,2.049574953918952,99.20578602620088,14.55335772648491,57,543.23999,9533,366335,6557254,15.325719245716192,62072,143.4280106619128,82.40617711476824,0.049,0.8,149,1058,140.83175803402648
Michigan,2010,1.2884522467386053,0.39369374205901825,98.23589905861878,5.413288953311501,20,492.07001,7089,592380,9877574,40.79091562208473,45413,234.54724220874112,120.71923405001635,0.1668,0.761,44,605,72.72727272727272
Missouri,2010,1.3172800800906288,1.0801696656743158,98.1549242962982,8.852122138209026,8,533.75,6990,387426,5996231,62.34924632001867,44301,209.09812827211022,106.22094144787864,0.189,0.763,82,672,122.02380952380952
Montana,2010,2,1.217391304347826,95.31703273932864,2.434782608695652,26,663.87,6919,61872,990898,124.44063127949245,42666,200.57584648976248,100.08268057476714,0.2366,0.903,14,28,500
Nebraska,2010,1.6897730327585545,1.1521179768808325,99.20374885705576,4.301240447021775,40,513.12,7406,131637,1830429,56.08136526982647,48408,181.81051790884183,87.97477407468291,0.1729,0.834,30,112,267.85714285714283
Nevada,2010,0.7264274298997531,0.4067993607438617,99.6236792589376,4.067993607438616,3,724.40997,5788,186705,2704642,173.77083264280398,51001,219.83825109954188,111.28428635299194,0.2886,0.78,14,140,100
New Jersey,2010,0.913756901780854,0.5832490862430982,99.14704550054454,4.092464421805739,31,510.29999,7815,538571,8801624,60.00422852504672,67681,144.84390877382955,77.83067640497553,0.1649,0.771,60,421,142.51781472684087
New Mexico,2010,2.816306414137858,1.830599169189608,52.55115255115255,50.83433077518834,56,506.14999,6430,144016,2065932,102.17363587542354,42090,299.932613897163,157.2904775969283,0.2805,0.803,26,722,36.011080332409975
North Carolina,2010,1.6497068095323653,1.3066984629959328,99.49458835765591,3.3402479460333536,14,443.35001,6518,632020,9561558,77.47794597064258,43326,248.65121013586494,133.01030829889316,0.2326,0.721,160,409,391.19804400978
North Dakota,2010,2.0497803806734995,0.4880429477794046,98.77554955649826,4.685212298682284,20,650.64001,8011,44441,674499,64.64012577610787,48670,162.26727403629414,78.00168658582686,0.1187,0.859,5,48,104.16666666666667
Ohio,2010,1.3414848698099928,0.886992728125733,97.55078982558764,19.675111423879898,15,454.14999,7397,716052,11536182,59.64888502247781,45090,233.21517783511513,117.52818394740461,0.16,0.603,121,2684,45.08196721311476
Oklahoma,2010,1.628822400186151,1.0858816001241007,99.07021419652293,33.79806480386264,72,430.95001,6664,263904,3761702,99.55463448069563,42072,247.4075464655207,126.8512563087798,0.2766,0.709,56,1743,32.128514056224894
Oregon,2010,1.6432353478181487,1.004199379222202,95.69737474337133,7.280445499360964,16,551.37,6750,236032,3838957,87.53677651664853,46560,215.68505540552906,110.21609737564903,0.2305,0.912,44,319,137.9310344827586
Pennsylvania,2010,1.2857132421158748,0.978895309338223,95.95539012610492,11.198854546384297,15,516.13,8069,726391,12709630,51.89773499918833,49288,190.54626846936526,93.33179056262138,0.1388,0.725,134,1533,87.41030658838878
Rhode Island,2010,1.4501407489550455,1.2795359549603345,98.98674322384532,5.374051010833405,48,554.42999,8460,57112,1052886,55.76639728535072,52254,190.447192977708,91.77004243419448,0.1516,0.711,15,63,238.09523809523807
South Carolina,2010,1.0618084274058344,0.5774747587645765,96.55209626072411,20.397898737006816,21,516.23999,6507,301793,4636312,94.44522229032238,42018,260.70084202423755,138.1153514860416,0.2363,0.672,31,1095,28.310502283105023
South Dakota,2010,0.5764638063081611,0,98.06977871103214,0.9882236679568476,31,601.35999,7766,57488,816463,83.10394090386424,45904,181.61707887413573,92.07024491616387,0.1663,0.762,0,12,0
Tennessee,2010,0.7557565488742884,0.3291197874129966,97.04730696887606,31.229810938966565,42,418.23999,6630,406413,6356897,53.07357793900865,41461,256.5837599340756,133.72517168258662,0.1874,0.655,27,2562,10.53864168618267
Texas,2010,0.8545109181627222,0.1693148568495796,98.60258614168217,2.1561188801938656,19,499.92001,6111,1929338,25257114,144.92289291686387,48615,257.49363834385497,138.46762503714137,0.3224,0.772,64,815,78.52760736196319
Utah,2010,1.2351778656126482,0.9881422924901184,98.6928227152529,3.0404378230465183,30,299.04999,5133,263603,2776469,108.79233624737616,54744,157.21326684448567,97.13137647080022,0.1988,0.859,52,160,325
Vermont,2010,0.8833922261484098,0.7067137809187278,97.99168975069252,4.063604240282685,75,617.28998,8850,32268,625960,20.2605255242517,49406,166.6312014816566,83.65551843649513,0.0861,0.828,4,23,173.91304347826087
Virginia,2010,1.4790549930514196,0.7643438554695255,99.54348728286004,3.504069882866786,38,468.98999,6548,507432,8024617,65.62269383915466,60674,144.74819325287785,77.46285112638564,0.1696,0.801,77,353,218.13031161473086
Washington,2010,1.4138833422217811,0,93.20194197202636,4.365674881246202,43,492.57001,6912,438209,6744496,64.19337231574744,55631,182.08129539291917,91.78856015216017,0.1874,0.912,0,352,0
West Virginia,2010,0.2445226917057903,0.1467136150234742,99.02179176755448,0.2445226917057903,71,403.94,7920,101877,1853973,45.46893898887545,38218,254.58886971412466,132.2140133264148,0.2313,0.593,3,5,600
Wisconsin,2010,1.3777441332323996,0.8024224072672218,98.15139536957231,7.433762301286904,9,650.53998,7605,355052,5691047,50.30138859115637,49001,190.72346753839648,91.41063432168286,0.1148,0.739,53,491,107.9429735234216
Wyoming,2010,2.809404110601804,2.365813987875203,97.71709290564948,3.992311104539406,58,588.06,7244,41020,564460,79.04337549273649,53512,143.10667776654577,72.04499504728821,0.2209,0.855,16,27,592.5925925925926
Alaska,2011,1.6423357664233578,1.0036496350364963,96.69166299073666,4.744525547445255,78.21,622.59003,9343,54031,722718,117.78400494384896,67825,145.49725920125294,69.39098217325817,0.222595,0.873,11,52,211.53846153846155
Arizona,2011,1.7720651647429917,0.7324536014271031,97.66811279826464,3.804033220314955,8.47,525.52002,6075,447964,6482505,128.50853665304007,46709,272.23576950809166,140.941614316258,0.222479,0.816,62,322,192.54658385093168
Arkansas,2011,1.05622359441014,0.4604051565377532,97.5303098338572,1.977033907485646,51.37,383.91,6541,197666,2937979,56.35587003870851,38758,280.94918161675366,148.61761346002734,0.267163,0.671,17,73,232.8767123287671
California,2011,1.8158294014059475,1.572093911284344,97.87700590040872,4.484733018237508,64.85,490.26001,6741,2533655,37691912,80.49713449365824,57287,228.38037459245024,123.98306841636068,0.232919,0.928,774,2208,350.54347826086956
Connecticut,2011,2.0220294790613527,1.5963390624168572,99.37076988155668,11.866120363965306,22.26,507.84,8910,196206,3580709,29.135663987038075,65753,149.49473851097912,78.99554473682149,0.097326,0.833,60,446,134.52914798206277
Florida,2011,0.8226926877710871,0.5549524639402599,96.82365362317476,2.7309502830744363,23.49,562.29999,7375,1074324,19057542,119.16690118200748,44299,249.1113985771701,123.77468772053867,0.28663,0.77,114,561,203.20855614973263
Georgia,2011,NA,NA,NA,NA,16.81,440.62,5696,674027,9815210,95.2093097196258,46007,263.4975351999358,146.94605405369003,0.266379,0.703,NA,NA,NA
Hawaii,2011,2.7908973808501503,2.254186346071275,98.47780126849896,6.333190210390725,154.8,553.79999,6460,88020,1374810,36.10927495338351,61821,169.91676972958518,85.56427584039206,0.07921,0.895,42,118,355.9322033898305
Idaho,2011,2.5842313130820616,2.3891949875664342,99.34605696570432,32.61982544248866,78.37,481.23999,6052,118486,1584985,91.24627690463257,43341,204.29981146648373,115.98466948595623,0.210861,0.844,49,669,73.24364723467862
Indiana,2011,1.94295012689893,1.15362663784624,97.23580115716142,24.566175666978346,12.91,447.17999,7104,428324,6516922,80.77440519666976,46438,230.38209850927316,117.44626045379857,0.20242,0.741,95,2023,46.95996045477014
Iowa,2011,1.1472173309855398,0.933781548476602,98.51240538267452,5.576009818045995,17,529.53003,7310,198202,3062309,43.98935086569258,49427,172.87665641559758,81.2490842724186,0.131059,0.821,35,209,167.4641148325359
Kansas,2011,1.603688483512078,1.2278239951889345,98.65519628201324,5.237045203969129,15.1,424.45001,7071,202040,2871238,64.25997384953918,48964,188.15845456364133,92.33036387005274,0.187121,0.774,49,209,234.44976076555025
Kentucky,2011,1.3903502179467908,0.676386592514655,99.71709601873536,39.77528934315346,44.44,397.91,7097,279098,4369356,61.04318108056323,41141,274.28096783253557,146.66124941958066,0.211332,0.613,36,2117,17.005196032120924
Louisiana,2011,1.0668266906702673,0.7667816839192546,98.48151552958171,34.25513827074061,49.7,572.09998,7124,312975,4574836,57.849641947098924,41734,287.75212572817685,160.86412565718462,0.250255,0.569,46,2055,22.38442822384428
Maine,2011,1.791530944625407,1.0586319218241045,97.76291696520978,16.368078175895764,23.66,575.41998,8584,66221,1328188,52.48220643865714,46033,188.37324211326492,93.38717093918841,0.132218,0.817,13,201,64.67661691542288
Maryland,2011,1.3273199554705564,0,99.25627912906744,6.608055262181372,30.09,478.89999,7928,363121,5828289,45.73156672601968,70004,135.10203803947272,70.51829078763699,0.124123,0.798,0,463,0
Massachusetts,2011,2.454946923773212,1.8926406451435935,99.18517813175902,16.22459335655704,53.48,551.46997,9720,362557,6587536,17.190572897830258,62859,152.26792494339983,82.61427355562232,0.045962,0.814,138,1183,116.65257819103974
Michigan,2011,1.48997854789922,0.5654737862509088,99.0399231938555,5.286731112726751,20.83,495.59,7345,583393,9876187,40.97345700931763,45981,248.31874375167638,125.247282120795,0.16351,0.753,63,589,106.96095076400678
Missouri,2011,1.601715556496876,0.9663242613576194,98.2136821030188,11.212008895478132,5.9,541.34003,7265,381617,6010688,67.36467140439451,45247,220.8781921416101,114.7155615178479,0.193898,0.679,73,847,86.18654073199528
Montana,2011,2.4242424242424243,0.9523809523809524,96.113838728468,3.54978354978355,24.44,660.71002,7150,60449,998199,115.09126437402635,44222,196.96893547222743,96.87079022324409,0.24881,0.912,11,41,268.2926829268293
Nebraska,2011,2.2380860505498745,1.6592706926490448,99.3064071122011,4.051707505305807,39.85,513.33002,7580,130982,1842641,58.56386558098917,50296,181.33435423300855,90.74812145946923,0.176043,0.824,43,105,409.5238095238095
Nevada,2011,0.96347551896295,0.8466906075735015,97.81807796658576,3.8539020758518,3.45,732.98999,5973,185186,2723322,162.1537564976093,48927,220.93531936503274,118.84341919146725,0.275427,0.809,29,132,219.6969696969697
New Jersey,2011,1.1558089193186605,0.85216420322647,99.2842486069105,4.3587709245491855,26.91,511.92001,7970,535544,8821155,51.597832758552165,67458,146.63666584981274,78.2872532860212,0.16862,0.816,87,445,195.5056179775281
New Mexico,2011,3.654398329417907,2.7407987470634296,58.01468917998032,50.24797702949622,51.01,523.15002,6514,144400,2082224,91.85409075692694,41963,307.1127502634352,165.7678239515381,0.280847,0.769,42,770,54.54545454545454
North Carolina,2011,1.6174116437049508,1.20269070942163,99.55574272714512,3.8486102701492166,13.85,445.03,6705,626723,9656401,76.33658551943441,43916,255.9138626759304,132.4498160096825,0.224069,0.772,145,464,312.5
North Dakota,2011,1.032572984135924,0.18774054257016803,99.18070943115166,4.787383835539284,25.18,705.89001,8324,46266,683932,63.737545822754605,51704,146.4712553432784,78.78711783539457,0.134584,0.824,2,51,39.21568627450981
Ohio,2011,1.581074391766592,1.1230061100398223,97.67628147303547,19.593501340957953,15.22,452.69,7488,708443,11544951,58.4754904513566,45749,241.91787647498472,120.1566431532751,0.152451,0.701,152,2652,57.315233785822016
Oklahoma,2011,1.8176070807649756,1.0470997313102577,99.10132158590308,41.7061798640746,36.2,431.09,6937,264196,3791508,106.41904372342442,43225,234.37518666584126,127.54644492120416,0.261036,0.712,53,2111,25.106584557081952
Oregon,2011,1.8958861554626647,1.3476781105096052,96.50816744924278,11.99205098334818,13.61,567.57001,6987,238669,3871859,73.03448428040355,46816,236.45915194790263,119.36605953931347,0.217841,0.919,59,525,112.3809523809524
Pennsylvania,2011,1.2885003166653322,0.8298815598861461,96.37765554401818,11.785774082944478,14.99,520.56,8371,720974,12742886,54.17097287912003,50228,195.50731508329383,96.0816306849013,0.134811,0.729,114,1619,70.41383570105003
Rhode Island,2011,1.37350845566143,1.287664177182591,99.317929917299,7.811829341574384,48.28,554.89001,8665,55446,1051302,39.66627634660422,53636,218.70301275268696,105.5776970189046,0.135095,0.797,15,91,164.83516483516485
South Carolina,2011,1.2132931429979716,0.8151813304517621,96.1905977606769,5.061707330944663,17.56,515.65002,6638,302721,4679230,84.47709814761978,42367,277.91289298781714,142.92478580130617,0.232611,0.734,43,267,161.04868913857678
South Dakota,2011,1.0633077048912154,0,98.04330392943064,1.5540651071486995,30.16,617.04999,8154,58548,824082,59.98385682397959,48321,181.60462319818564,95.6811072769474,0.186171,0.777,0,19,0
Tennessee,2011,0.7539277202198551,0.6201663505034292,97.42216746434156,23.846004183082833,43.87,453.70999,6738,399788,6403353,57.08307483840006,41693,262.59097069886184,137.3998422819659,0.193085,0.749,51,1961,26.007139214686386
Texas,2011,1.0998164276992002,0.25878033592922356,98.86153772355512,2.593194616290761,20.74,507.60999,6259,1953347,25674681,131.93120625700217,49392,266.18538683678804,143.59998036075606,0.31561,0.784,96,962,99.7920997920998
Utah,2011,2.0131240200538123,1.6840556706219392,98.85380788365865,4.645670815508798,30.54,300.42999,5280,262298,2817222,110.777706388156,55869,158.6542937835573,104.33101174680517,0.189891,0.896,87,240,362.5
Vermont,2011,1.419950301739439,1.419950301739439,98.79011046817465,5.324813631522897,70.24,628.75,9209,30773,626431,24.036815579741877,52776,148.9203822694804,68.84710337274701,0.070075,0.9,8,30,266.6666666666667
Virginia,2011,1.3739569961489089,0.7722240051347882,98.6934832528308,23.22689345314506,36.93,467.10999,6790,508416,8096604,58.66860348464994,61882,153.16397072051012,82.19148108770439,0.16582,0.805,77,2316,33.24697754749568
Washington,2011,1.5731832758516369,0,95.03082018492113,4.6832455981121806,39.53,490.10001,7022,439347,6830038,61.595040866720446,56835,183.08161787524568,94.49769420966896,0.19431,0.918,0,387,0
West Virginia,2011,0.3360053760860174,0.2880046080737292,100,39.93663898622378,71.4,404.38,8210,104148,1855364,44.10566257117794,38482,258.3992931366532,136.72199560912415,0.237841,0.593,6,832,7.211538461538462
Wisconsin,2011,1.5260485918046658,0.997219871872356,99.07636113231838,7.539586607034932,9.29,659.46997,7825,349200,5711767,44.020769191811155,50395,182.43975896650608,88.38650185552663,0.11014,0.835,66,499,132.26452905811624
Wyoming,2011,2.4213075060532687,1.967312348668281,99.29376408715252,4.8426150121065374,60.06,587.65002,7482,39022,568158,86.46745025781239,56322,156.21177572069283,79.31677628349858,0.188828,0.876,13,32,406.25
Alaska,2012,2.074297567414671,1.0371487837073354,95.8431230797036,4.808598906279465,81.02,617.59998,9930,53934,731449,138.7540626069107,67712,139.05722448272877,75.37259615384616,0.2339,0.877,11,51,215.68627450980392
Arizona,2012,1.824414618557899,0.7088489919237697,98.82405631667795,4.706292487362734,7.59,534.26001,6207,437772,6553255,132.28925793567376,47826,269.6743082110498,136.24384645992438,0.220677,0.753,61,405,150.6172839506173
Arkansas,2012,1.1226179450478515,0.3648508321405518,95.41036283304324,2.5539558249838623,50.92,402.20001,6773,191656,2949131,59.41582194706283,40112,285.21196187972396,146.2402501446742,0.246987,0.647,13,91,142.85714285714286
California,2012,1.9521445702493168,1.4832167210994809,95.89333893275544,4.059221249248579,66.04,512.44,7038,2536810,38041430,79.15573804617082,58328,238.06313356817026,129.44649104386122,0.228928,0.883,718,1965,365.3944020356234
Connecticut,2012,1.3547932585487454,0.9483552809841218,98.85094415427884,9.727415596379991,24.56,514.84003,9229,193070,3590347,37.79623022763869,67276,148.49511965136728,78.59755820512451,0.113901,0.898,35,359,97.49303621169916
Florida,2012,1.090174379448517,0.8091516505240105,97.319331931307,3.633914598161723,19.78,602.75,7609,1070345,19317568,109.28348094768842,45040,253.88822926497602,126.30729877765798,0.277368,0.816,167,750,222.66666666666669
Georgia,2012,1.8178209962294103,1.1351458622742607,97.29602397355497,3.6594562413177214,17.01,440.95999,5981,671105,9919945,88.26115166716757,47209,272.360830683512,150.36825302361456,0.255662,0.737,143,461,310.19522776572666
Hawaii,2012,2.90869916509561,1.9391327767304067,98.28471597225898,8.618367896579585,154.99,557.97998,6738,89013,1392313,34.58099912415514,66259,171.13833902313556,85.76003105138034,0.075508,0.85,36,160,225
Idaho,2012,3.045588655182259,2.9504140097078135,99.32879561353754,22.984676882078613,90.17,485.98999,6283,113736,1595728,84.98888957034954,45489,206.56120424809689,117.16448062122451,0.226495,0.917,62,483,128.36438923395445
Indiana,2012,1.7641619622347673,1.0098306404516255,96.57943903270156,23.250437998832,17.43,460.01001,7618,424157,6537334,84.46893123969132,46974,223.6959326615876,112.97425268721955,0.204033,0.724,83,1911,43.432757718472004
Iowa,2012,1.2655891581195453,0.9491918685896592,98.68085549253264,5.167822395654811,17.46,536.59003,7547,195997,3074186,39.82638074364231,50957,158.51534348769522,88.28055184601327,0.1226,0.834,36,196,183.67346938775512
Kansas,2012,2.2882169131215706,1.6485003567650025,98.70555663493296,6.3971655635656814,14.37,435.62,7385,201418,2885905,66.47710777770214,50241,190.31897452235586,93.2765470570196,0.190447,0.844,67,260,257.6923076923077
Kentucky,2012,1.0913333082452117,0.7150114778158281,99.56909472422062,38.32837842923268,43.76,414.53,7249,276673,4380415,55.46905295730621,41724,265.0664024901185,148.2751577661073,0.192768,0.661,38,2037,18.65488463426608
Louisiana,2012,1.0739565535757871,0.6996989667236189,98.93426920166782,37.88137661703686,15.38,576.21002,7271,309280,4601893,52.86340852691048,42944,281.39004702948284,155.25660968374967,0.245982,0.595,43,2328,18.470790378006875
Maine,2012,1.8653690186536904,1.05433901054339,97.93486894360603,12.246553122465532,22.35,585.78003,8753,66190,1329192,46.10256313678224,46709,208.6646082593593,98.05159244847961,0.121759,0.816,13,151,86.09271523178808
Maryland,2012,1.122334455667789,0.7050562606118163,99.43769584066618,6.316728538950762,29.82,481.01001,8110,364625,5884563,38.36426026643442,71122,138.17363269293045,72.87109642735122,0.131465,0.822,49,439,111.61731207289294
Massachusetts,2012,2.76464571065218,1.9767216831163088,99.13122122341592,13.684996267728293,54.33,556.28003,9952,363859,6646144,14.45379449659936,65339,154.1110421212947,84.94702811428343,0.04255,0.863,143,990,144.44444444444443
Michigan,2012,1.4673115591543937,0.2898393203267939,98.97800010757894,4.6102566889480645,17.41,499.81,7579,571645,9883360,39.778307006627735,46859,248.71424653882215,125.94960469054367,0.154826,0.76,32,509,62.868369351669934
Missouri,2012,1.340464605032104,0.8847066393211888,97.89900527545208,12.62717657940242,6.08,535.72998,7538,374591,6021988,70.0398807150808,45321,226.10190689145497,117.26559765783851,0.195651,0.737,66,942,70.06369426751593
Montana,2012,1.2044046799724708,0.6022023399862354,96.29690994946566,2.494838265657261,19.45,682.44,7461,58839,1005141,111.32400843073385,45076,202.96466809918738,102.24147891392259,0.256294,0.862,7,29,241.3793103448276
Nebraska,2012,1.3777794787400972,1.1481495656167475,99.4140699311342,1.951854261548471,39.18,520.25,7824,132001,1855525,60.27630070083177,50723,178.55935891007647,91.25428814659351,0.167802,0.835,30,51,588.2352941176471
Nevada,2012,1.2358703843255463,1.0248681235870385,95.83718511670904,3.8583270535041447,3.28,717.70001,6056,182912,2758931,166.0137969286234,49760,239.5442441308806,125.69276603982895,0.280957,0.801,34,128,265.625
New Jersey,2012,1.2799269747090398,0.912816137001796,99.3572491842388,4.50454919781321,25.86,518.20001,8337,526587,8864590,50.79465454635279,69667,154.46748039941085,82.46090461295273,0.166846,0.82,92,454,202.6431718061674
New Mexico,2012,2.6426150399264663,2.125581662549549,66.56342013689725,7.295915436318722,46.58,522.60999,6679,143036,2085538,80.40307291676774,42558,293.27161838807,167.61763069356888,0.258115,0.804,37,127,291.33858267716533
North Carolina,2012,1.5804884541159248,1.3392560058561258,99.0777599208802,3.2441605110800555,14.16,451.07999,6968,611752,9752073,75.8087505654066,45150,260.00070977358223,134.2278024293856,0.228919,0.787,161,390,412.8205128205128
North Dakota,2012,2.107481559536354,2.107481559536354,98.8112798264642,7.37618545837724,48.62,759.69,8457,45120,699628,68.63146937314986,53585,131.52364853667427,70.37290455011974,0.158079,0.793,24,84,285.7142857142857
Ohio,2012,1.5467174009338398,0.9367443414106352,98.6270662044862,18.49525455482859,14.4,455.60999,7854,690055,11544225,52.94764181126962,46829,237.6722002977979,119.82273096736635,0.151806,0.719,129,2547,50.647820965842165
Oklahoma,2012,1.4506959419721623,1.117427955302882,99.044697293309,30.42540678298373,38.96,434.01001,7212,262161,3814820,100.79957886492542,44312,241.15800412407032,130.65751927503507,0.260979,0.759,57,1552,36.72680412371134
Oregon,2012,1.868136875199344,1.2758007928190642,96.33059737523593,13.031393812366154,13.37,582.66998,7159,232113,3899353,63.53463294589962,49161,230.32813787599378,121.46644391289388,0.202253,0.935,56,572,97.9020979020979
Pennsylvania,2012,1.5179762281975138,1.1937482959611516,95.55283299183937,12.762790423485892,14.26,523.27002,8577,718316,12763536,50.88046857750068,51230,197.402884521579,95.14382642081466,0.127376,0.711,162,1732,93.53348729792148
Rhode Island,2012,1.0362694300518134,0.9499136442141624,99.38208032955716,6.217616580310881,47.03,560.07001,8859,56147,1050292,45.18287758163147,54554,194.5378936547986,92.1066432547714,0.136519,0.741,11,72,152.7777777777778
South Carolina,2012,1.6174148002968431,0.7611363766102791,96.85046625631198,6.032005784636462,19.25,517.08002,6785,294537,4723723,82.66436120969702,43107,269.191286356367,140.9968597414872,0.228889,0.668,40,317,126.18296529968454
South Dakota,2012,2.1629416005767843,0,98.12136456531992,2.9640310822718896,28.48,616.28998,8452,58683,833354,58.29101673127029,48362,174.93972521716466,86.01718698589042,0.153329,0.821,0,37,0
Tennessee,2012,1.0028174394728044,0.8714961081132706,97.85514018691588,25.906117186380783,42.61,444.41,7011,400023,6456243,56.72206456773331,42764,258.2940373360208,136.88663643313342,0.178862,0.726,73,2170,33.6405529953917
Texas,2012,1.0918997996416873,0.1855169562498012,98.77772629341376,2.695296350086398,18.36,509.37,6475,1932848,26059203,123.8245993403786,50740,257.5718630200815,140.30415782805315,0.310365,0.833,70,1017,68.8298918387414
Utah,2012,1.927525057825752,1.349267540478026,98.92079472219044,4.664610639938319,27.4,303.89999,5474,257929,2855287,101.459029967919,57049,151.15247820626814,96.08931675919246,0.187917,0.879,70,242,289.25619834710744
Vermont,2012,0.528169014084507,0.35211267605633806,99.876912256022507,3.5211267605633805,41.67,645.06,9679,31011,626011,28.252794121217516,52977,154.73684210526315,73.701811310434,0.070019,0.815,2,20,100
Virginia,2012,1.6137600609419949,1.1025689857367666,98.36917403693516,4.851303537241773,36.55,467.73999,7045,507071,8185867,56.12672766889237,61741,152.5226761399867,85.61343988667703,0.16493,0.828,110,484,227.27272727272725
Washington,2012,1.8546619457089863,0,95.04916494007486,5.0340824240672495,41.91,491.09,7333,440973,6897012,57.51407398987747,57573,185.17064280554922,92.67229376236087,0.190538,0.936,0,418,0
West Virginia,2012,0.43770859550254415,0.21885429775127208,85.67076028874098,14.280242928270503,86.55,410.09,8712,105263,1855413,39.22659146691733,40196,245.9431560480938,129.20328458484613,0.217121,0.623,4,261,15.32567049808429
Wisconsin,2012,1.676420385271885,0.8229700073152889,99.1208193601015,6.44659839063643,13.1,666.54999,7906,351235,5726398,46.801583850081656,51059,182.39033176456917,89.26273268594863,0.115797,0.799,54,423,127.6595744680851
Wyoming,2012,2.7243832299076733,2.270319358256395,96.3400408282298,4.54063871651279,58.73,603.72998,7749,38016,576412,93.40199218405665,54901,169.10586234659402,84.67068724658421,0.231068,0.863,15,30,500
Alaska,2013,1.8233202662047587,1.0939921597228557,97.26015250931016,5.105296745373325,105.47,598.14001,10085,54705,735132,116.25196263671927,72237,121.17880873600814,59.32382685228282,0.231381,0.908,12,56,214.28571428571428
Arizona,2013,1.4143940899367613,0.4441898794842722,98.90286480612268,4.30162830658453,7.63,517.78998,6289,430081,6626624,118.84685823719171,48510,264.90907786980637,135.79510401892756,0.226177,0.85,38,368,103.26086956521739
Arkansas,2013,0.8592541673827118,0.315059861373661,98.82532763452122,1.46073208455061,49.77,402.07999,6819,190202,2959373,55.36259474704742,40511,290.2919609648104,144.8402660546062,0.247254,0.684,11,51,215.68627450980392
California,2013,1.8960726890440789,1.5748458528363911,96.73931686882403,3.927728133630364,63.76,508.39999,7241,2500565,38332521,73.51073465637252,60190,234.94161044487655,126.41461860265535,0.221218,0.902,755,1883,400.9559214020181
Connecticut,2013,2.491376006132618,1.806932048403877,99.04013015184384,11.197503148442204,27.49,511.73001,9440,190746,3596080,42.91859176519048,67098,145.42445083476213,75.95813962369692,0.114892,0.852,66,409,161.36919315403424
Florida,2013,1.0687344841798545,0.7763900737091316,97.14692763960409,4.821286507107324,18.38,603.53998,7603,1074049,19552860,110.70976793823627,46036,244.99181265845195,123.99457200736298,0.277511,0.811,162,1006,161.0337972166998
Georgia,2013,1.6193414138469884,1.0363785048620726,97.77543798538598,6.193980907964731,18.08,438.29999,6229,657016,9992167,95.71509389126763,47829,265.0010951636109,145.0546342104349,0.257081,0.692,128,765,167.3202614379085
Hawaii,2013,3.259243428082923,1.816627484505236,98.86951928156364,7.800812139346013,144.99,562.46002,6880,90706,1404054,30.42222859526541,68020,133.26364953459603,71.02759292166206,0.090849,0.906,34,146,232.8767123287671
Idaho,2013,2.8855721393034828,1.691542288557214,99.0928810885427,22.7363184079602,89.75,485.42001,6377,111239,1612136,89.25267873073709,46783,191.33585993938044,103.93819456129698,0.226636,0.929,34,457,74.39824945295405
Indiana,2013,1.9050428327372393,1.130735100721458,96.81230813164846,21.79123188672984,17.43,460.01999,7647,424064,6570902,82.07245512195276,47529,222.12995132602933,118.93326278064568,0.195976,0.761,92,1773,51.889452904681335
Iowa,2013,1.7246785826277828,1.4633636458659978,98.69245647969052,5.984112051844884,15.86,521.90002,7638,193077,3090416,41.25396526098627,52229,161.77319396520852,80.75222771934202,0.120154,0.805,56,229,244.54148471615719
Kansas,2013,2.091089916866425,1.2240526342632734,98.59452392326452,11.067475901463764,14.07,419.06,7240,199304,2893957,61.38254693754921,50972,186.61253034249867,96.4347277581716,0.185471,0.838,48,434,110.59907834101384
Kentucky,2013,1.0519592741481008,0.5447646241124093,99.58656814142736,34.50802118946538,43.19,409.76001,7499,271837,4395295,58.81713630794767,43399,252.54340523817854,144.81096809746614,0.215509,0.669,29,1837,15.786608600979857
Louisiana,2013,0.9196218256913298,0.4517440547255655,98.50295594685652,35.63937917459908,16.08,573.07001,7462,304998,4625470,56.987678412784426,44164,277.36206833679756,153.2754815009602,0.245885,0.609,28,2209,12.675418741511997
Maine,2013,1.543460601137287,0.48740861088545895,97.75271976494878,13.728675873273762,20.35,595.53998,8813,64177,1328302,59.216324708363636,46974,176.95324898218283,95.91298518350074,0.156401,0.866,6,169,35.50295857988166
